Model,TBS2104X
Firmware Version,v1.31.14

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.02,,,
Sample Interval,1.6e-05,,,
Filter Frequency,2e+08,,,
Record Length,20000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,A
Vertical Offset,0,0,0,0
Vertical Scale,1,1,1,0.05
Label,,,,
TIME,CH1,CH2,CH3,CH4
-3.5184e-02,-0.00999995,0.32,-0.29,-0.0085
-3.5168e-02,-0.00999995,0.32,-0.33,-0.0105
-3.5152e-02,-0.05,0.36,-0.33,-0.0105
-3.5136e-02,-0.05,0.36,-0.33,-0.0125
-3.5120e-02,-0.00999995,0.36,-0.33,-0.0105
-3.5104e-02,-0.00999995,0.36,-0.33,-0.0085
-3.5088e-02,-0.05,0.36,-0.33,-0.0105
-3.5072e-02,-0.00999995,0.36,-0.29,-0.0105
-3.5056e-02,-0.00999995,0.36,-0.33,-0.0105
-3.5040e-02,-0.00999995,0.36,-0.37,-0.0125
-3.5024e-02,-0.00999995,0.36,-0.29,-0.0105
-3.5008e-02,-0.00999995,0.36,-0.33,-0.0105
-3.4992e-02,-0.05,0.36,-0.37,-0.0105
-3.4976e-02,-0.05,0.36,-0.29,-0.0105
-3.4960e-02,-0.00999995,0.36,-0.29,-0.0105
-3.4944e-02,-0.00999995,0.32,-0.29,-0.0125
-3.4928e-02,-0.00999995,0.36,-0.29,-0.0105
-3.4912e-02,-0.00999995,0.36,-0.33,-0.0105
-3.4896e-02,-0.05,0.36,-0.33,-0.0105
-3.4880e-02,-0.05,0.32,-0.33,-0.0125
-3.4864e-02,-0.00999995,0.36,-0.33,-0.0085
-3.4848e-02,-0.00999995,0.32,-0.29,-0.0105
-3.4832e-02,-0.00999995,0.36,-0.33,-0.0085
-3.4816e-02,-0.05,0.36,-0.33,-0.0105
-3.4800e-02,-0.00999995,0.36,-0.29,-0.0105
-3.4784e-02,-0.00999995,0.32,-0.33,-0.0105
-3.4768e-02,-0.00999995,0.32,-0.33,-0.0105
-3.4752e-02,-0.00999995,0.36,-0.29,-0.0105
-3.4736e-02,-0.00999995,0.36,-0.33,-0.0105
-3.4720e-02,-0.05,0.32,-0.33,-0.0105
-3.4704e-02,-0.00999995,0.36,-0.33,-0.0085
-3.4688e-02,-0.00999995,0.36,-0.29,-0.0105
-3.4672e-02,-0.00999995,0.32,-0.33,-0.0105
-3.4656e-02,-0.00999995,0.36,-0.33,-0.0105
-3.4640e-02,-0.05,0.36,-0.37,-0.0105
-3.4624e-02,-0.00999995,0.36,-0.33,-0.0105
-3.4608e-02,-0.05,0.36,-0.29,-0.0105
-3.4592e-02,-0.05,0.36,-0.33,-0.0105
-3.4576e-02,-0.00999995,0.36,-0.33,-0.0105
-3.4560e-02,-0.00999995,0.36,-0.33,-0.0105
-3.4544e-02,-0.00999995,0.32,-0.33,-0.0105
-3.4528e-02,-0.00999995,0.32,-0.49,-0.0165
-3.4512e-02,-0.05,0.36,-0.45,-0.0185
-3.4496e-02,-0.00999995,0.36,-0.45,-0.0125
-3.4480e-02,-0.05,0.36,-0.45,-0.0165
-3.4464e-02,-0.00999995,0.36,-0.45,-0.0165
-3.4448e-02,-0.00999995,0.36,-0.45,-0.0145
-3.4432e-02,-0.00999995,0.36,-0.45,-0.0165
-3.4416e-02,-0.00999995,0.36,-0.45,-0.0165
-3.4400e-02,-0.00999995,0.32,-0.45,-0.0145
-3.4384e-02,-0.05,0.36,-0.45,-0.0145
-3.4368e-02,-0.00999995,0.36,-0.45,-0.0165
-3.4352e-02,-0.05,0.36,-0.49,-0.0145
-3.4336e-02,-0.00999995,0.32,-0.45,-0.0165
-3.4320e-02,-0.00999995,0.36,-0.45,-0.0165
-3.4304e-02,-0.05,0.36,-0.45,-0.0145
-3.4288e-02,-0.05,0.36,-0.45,-0.0165
-3.4272e-02,-0.00999995,0.36,-0.49,-0.0145
-3.4256e-02,-0.00999995,0.36,-0.45,-0.0165
-3.4240e-02,-0.00999995,0.4,-0.45,-0.0145
-3.4224e-02,-0.05,0.36,-0.45,-0.0165
-3.4208e-02,-0.00999995,0.32,-0.45,-0.0185
-3.4192e-02,-0.05,0.36,-0.45,-0.0185
-3.4176e-02,-0.05,0.36,-0.49,-0.0145
-3.4160e-02,-0.00999995,0.36,-0.45,-0.0165
-3.4144e-02,-0.05,0.36,-0.49,-0.0145
-3.4128e-02,-0.00999995,0.36,-0.45,-0.0165
-3.4112e-02,-0.00999995,0.32,-0.45,-0.0145
-3.4096e-02,-0.05,0.36,-0.45,-0.0165
-3.4080e-02,-0.00999995,0.36,-0.45,-0.0165
-3.4064e-02,-0.05,0.4,-0.45,-0.0145
-3.4048e-02,-0.00999995,0.36,-0.49,-0.0165
-3.4032e-02,-0.05,0.36,-0.61,-0.0145
-3.4016e-02,-0.00999995,0.36,-0.57,-0.0265
-3.4000e-02,-0.00999995,0.36,-0.57,-0.0205
-3.3984e-02,-0.00999995,0.32,-0.49,-0.0085
-3.3968e-02,-0.00999995,0.36,-0.49,-0.0205
-3.3952e-02,-0.00999995,0.36,-0.45,-0.0165
-3.3936e-02,-0.00999995,0.36,-0.45,-0.0145
-3.3920e-02,-0.05,0.36,-0.45,-0.0145
-3.3904e-02,-0.00999995,0.32,-0.45,-0.0145
-3.3888e-02,-0.00999995,0.36,-0.45,-0.0145
-3.3872e-02,-0.00999995,0.36,-0.45,-0.0145
-3.3856e-02,-0.00999995,0.36,-0.49,-0.0145
-3.3840e-02,-0.05,0.36,-0.45,-0.0165
-3.3824e-02,-0.00999995,0.36,-0.45,-0.0165
-3.3808e-02,-0.00999995,0.36,-0.45,-0.0145
-3.3792e-02,-0.00999995,0.32,-0.49,-0.0145
-3.3776e-02,-0.05,0.36,-0.45,-0.0145
-3.3760e-02,-0.05,0.4,-0.45,-0.0165
-3.3744e-02,-0.00999995,0.36,-0.45,-0.0145
-3.3728e-02,-0.00999995,0.36,-0.45,-0.0165
-3.3712e-02,-0.00999995,0.36,-0.45,-0.0165
-3.3696e-02,-0.00999995,0.36,-0.45,-0.0145
-3.3680e-02,-0.00999995,0.32,-0.45,-0.0145
-3.3664e-02,-0.05,0.36,-0.45,-0.0145
-3.3648e-02,-0.05,0.36,-0.45,-0.0165
-3.3632e-02,-0.00999995,0.32,-0.45,-0.0145
-3.3616e-02,-0.05,0.36,-0.49,-0.0145
-3.3600e-02,-0.00999995,0.36,-0.45,-0.0145
-3.3584e-02,-0.00999995,0.32,-0.45,-0.0145
-3.3568e-02,-0.00999995,0.32,-0.45,-0.0145
-3.3552e-02,-0.00999995,0.36,-0.45,-0.0145
-3.3536e-02,-0.00999995,0.36,-0.45,-0.0145
-3.3520e-02,-0.00999995,0.36,-0.45,-0.0145
-3.3504e-02,-0.00999995,0.36,-0.45,-0.0145
-3.3488e-02,-0.00999995,0.36,-0.37,-0.0205
-3.3472e-02,-0.00999995,0.36,-0.33,-0.0025
-3.3456e-02,-0.00999995,0.36,-0.33,-0.0145
-3.3440e-02,-0.00999995,0.36,-0.33,-0.0125
-3.3424e-02,-0.05,0.36,-0.33,-0.0085
-3.3408e-02,-0.00999995,0.32,-0.29,-0.0085
-3.3392e-02,-0.05,0.36,-0.37,-0.0125
-3.3376e-02,-0.00999995,0.36,-0.33,-0.0145
-3.3360e-02,-0.00999995,0.36,-0.33,-0.0105
-3.3344e-02,-0.00999995,0.36,-0.33,-0.0125
-3.3328e-02,-0.00999995,0.36,-0.29,-0.0105
-3.3312e-02,-0.05,0.36,-0.33,-0.0105
-3.3296e-02,-0.00999995,0.36,-0.29,-0.0125
-3.3280e-02,-0.00999995,0.36,-0.29,-0.0105
-3.3264e-02,-0.05,0.36,-0.33,-0.0105
-3.3248e-02,-0.00999995,0.36,-0.29,-0.0105
-3.3232e-02,-0.00999995,0.36,-0.29,-0.0105
-3.3216e-02,-0.00999995,0.36,-0.33,-0.0105
-3.3200e-02,-0.00999995,0.36,-0.33,-0.0125
-3.3184e-02,-0.00999995,0.32,-0.33,-0.0125
-3.3168e-02,-0.00999995,0.36,-0.29,-0.0105
-3.3152e-02,-0.00999995,0.36,-0.33,-0.0105
-3.3136e-02,-0.00999995,0.36,-0.33,-0.0105
-3.3120e-02,-0.05,0.36,-0.29,-0.0105
-3.3104e-02,-0.00999995,0.36,-0.29,-0.0125
-3.3088e-02,-0.00999995,0.32,-0.33,-0.0105
-3.3072e-02,-0.05,0.36,-0.33,-0.0105
-3.3056e-02,-0.00999995,0.32,-0.29,-0.0105
-3.3040e-02,-0.05,0.36,-0.33,-0.0105
-3.3024e-02,-0.00999995,0.36,-0.33,-0.0085
-3.3008e-02,-0.00999995,0.36,-0.33,-0.0105
-3.2992e-02,-0.00999995,0.36,-0.29,-0.0105
-3.2976e-02,-0.00999995,0.36,-0.33,-0.0105
-3.2960e-02,-0.00999995,0.36,-0.29,-0.0105
-3.2944e-02,-0.00999995,0.36,-0.37,-0.0105
-3.2928e-02,-0.00999995,0.36,-0.33,-0.0105
-3.2912e-02,-0.00999995,0.36,-0.33,-0.0105
-3.2896e-02,-0.00999995,0.36,-0.29,-0.0105
-3.2880e-02,-0.00999995,0.36,-0.29,-0.0105
-3.2864e-02,-0.00999995,0.36,-0.33,-0.0105
-3.2848e-02,-0.05,0.32,-0.37,-0.0105
-3.2832e-02,-0.05,0.36,-0.29,-0.0105
-3.2816e-02,-0.05,0.36,-0.33,-0.0085
-3.2800e-02,-0.00999995,0.36,-0.33,-0.0105
-3.2784e-02,-0.00999995,0.36,-0.45,-0.0105
-3.2768e-02,-0.00999995,0.36,-0.45,-0.0185
-3.2752e-02,-0.00999995,0.36,-0.49,-0.0105
-3.2736e-02,-0.00999995,0.36,-0.49,-0.0165
-3.2720e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2704e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2688e-02,-0.05,0.36,-0.49,-0.0145
-3.2672e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2656e-02,-0.00999995,0.32,-0.45,-0.0165
-3.2640e-02,-0.00999995,0.32,-0.45,-0.0145
-3.2624e-02,-0.05,0.36,-0.45,-0.0165
-3.2608e-02,-0.00999995,0.36,-0.45,-0.0165
-3.2592e-02,-0.05,0.36,-0.45,-0.0165
-3.2576e-02,-0.05,0.36,-0.45,-0.0145
-3.2560e-02,-0.00999995,0.32,-0.45,-0.0165
-3.2544e-02,-0.05,0.36,-0.45,-0.0165
-3.2528e-02,-0.00999995,0.36,-0.49,-0.0145
-3.2512e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2496e-02,-0.05,0.36,-0.45,-0.0145
-3.2480e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2464e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2448e-02,-0.00999995,0.36,-0.45,-0.0165
-3.2432e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2416e-02,-0.00999995,0.36,-0.45,-0.0165
-3.2400e-02,-0.05,0.32,-0.45,-0.0145
-3.2384e-02,-0.00999995,0.4,-0.45,-0.0145
-3.2368e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2352e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2336e-02,-0.00999995,0.36,-0.49,-0.0165
-3.2320e-02,-0.00999995,0.36,-0.49,-0.0145
-3.2304e-02,-0.05,0.36,-0.45,-0.0165
-3.2288e-02,-0.05,0.36,-0.45,-0.0165
-3.2272e-02,-0.05,0.32,-0.45,-0.0165
-3.2256e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2240e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2224e-02,-0.00999995,0.36,-0.45,-0.0165
-3.2208e-02,-0.00999995,0.36,-0.45,-0.0165
-3.2192e-02,-0.05,0.36,-0.45,-0.0165
-3.2176e-02,-0.05,0.36,-0.45,-0.0165
-3.2160e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2144e-02,-0.00999995,0.36,-0.49,-0.0145
-3.2128e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2112e-02,-0.00999995,0.36,-0.45,-0.0165
-3.2096e-02,-0.00999995,0.32,-0.45,-0.0165
-3.2080e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2064e-02,-0.00999995,0.32,-0.45,-0.0165
-3.2048e-02,-0.05,0.36,-0.45,-0.0165
-3.2032e-02,-0.00999995,0.36,-0.45,-0.0145
-3.2016e-02,-0.05,0.36,-0.45,-0.0165
-3.2000e-02,-0.00999995,0.32,-0.45,-0.0165
-3.1984e-02,-0.00999995,0.4,-0.45,-0.0165
-3.1968e-02,-0.00999995,0.36,-0.49,-0.0145
-3.1952e-02,-0.00999995,0.36,-0.45,-0.0145
-3.1936e-02,0.35,0.36,-0.17,-0.0145
-3.1920e-02,0.39,0.32,-0.17,-0.0025
-3.1904e-02,0.39,0.32,-0.17,-0.0085
-3.1888e-02,0.39,0.36,-0.17,-0.0045
-3.1872e-02,0.39,0.32,-0.17,-0.0045
-3.1856e-02,0.39,0.36,-0.17,-0.0065
-3.1840e-02,0.39,0.36,-0.17,-0.0065
-3.1824e-02,0.39,0.36,-0.17,-0.0045
-3.1808e-02,0.39,0.36,-0.17,-0.0065
-3.1792e-02,0.39,0.36,-0.17,-0.0065
-3.1776e-02,0.39,0.36,-0.17,-0.0065
-3.1760e-02,0.35,0.36,-0.21,-0.0065
-3.1744e-02,0.39,0.36,-0.21,-0.0045
-3.1728e-02,0.39,0.36,-0.21,-0.0045
-3.1712e-02,0.39,0.32,-0.17,-0.0045
-3.1696e-02,0.39,0.36,-0.21,-0.0045
-3.1680e-02,0.43,0.36,-0.17,-0.0045
-3.1664e-02,0.39,0.4,-0.21,-0.0045
-3.1648e-02,0.39,0.36,-0.17,-0.0065
-3.1632e-02,0.43,0.36,-0.21,-0.0065
-3.1616e-02,0.39,0.36,-0.17,-0.0065
-3.1600e-02,0.39,0.36,-0.21,-0.0065
-3.1584e-02,0.35,0.36,-0.17,-0.0045
-3.1568e-02,0.39,0.36,-0.17,-0.0045
-3.1552e-02,0.39,0.36,-0.21,-0.0065
-3.1536e-02,0.39,0.36,-0.17,-0.0065
-3.1520e-02,0.39,0.4,-0.17,-0.0045
-3.1504e-02,0.39,0.36,-0.17,-0.0065
-3.1488e-02,0.39,0.36,-0.17,-0.0045
-3.1472e-02,0.39,0.36,-0.17,-0.0045
-3.1456e-02,0.39,0.36,-0.17,-0.0065
-3.1440e-02,0.39,0.36,-0.17,-0.0065
-3.1424e-02,0.39,0.36,-0.21,-0.0045
-3.1408e-02,0.39,0.36,-0.21,-0.0065
-3.1392e-02,0.39,0.32,-0.21,-0.0065
-3.1376e-02,0.39,0.36,-0.17,-0.0045
-3.1360e-02,0.39,0.36,-0.21,-0.0065
-3.1344e-02,0.39,0.4,-0.17,-0.0085
-3.1328e-02,0.39,0.32,-0.17,-0.0065
-3.1312e-02,0.39,0.36,-0.17,-0.0065
-3.1296e-02,0.39,0.36,-0.17,-0.0065
-3.1280e-02,0.43,0.32,-0.17,-0.0065
-3.1264e-02,0.35,0.36,-0.17,-0.0065
-3.1248e-02,0.39,0.32,-0.21,-0.0065
-3.1232e-02,0.39,0.32,-0.17,-0.0065
-3.1216e-02,0.39,0.36,-0.21,-0.0045
-3.1200e-02,0.39,0.32,-0.17,-0.0045
-3.1184e-02,-0.00999995,0.36,-0.45,-0.0105
-3.1168e-02,-0.05,0.36,-0.45,-0.0145
-3.1152e-02,-0.00999995,0.36,-0.45,-0.0145
-3.1136e-02,-0.00999995,0.4,-0.49,-0.0145
-3.1120e-02,-0.00999995,0.32,-0.45,-0.0145
-3.1104e-02,-0.00999995,0.36,-0.45,-0.0165
-3.1088e-02,-0.05,0.36,-0.45,-0.0145
-3.1072e-02,-0.00999995,0.32,-0.45,-0.0145
-3.1056e-02,-0.00999995,0.36,-0.49,-0.0145
-3.1040e-02,-0.05,0.36,-0.45,-0.0145
-3.1024e-02,-0.05,0.36,-0.49,-0.0145
-3.1008e-02,-0.00999995,0.36,-0.45,-0.0145
-3.0992e-02,-0.00999995,0.36,-0.45,-0.0185
-3.0976e-02,-0.05,0.36,-0.45,-0.0145
-3.0960e-02,-0.00999995,0.32,-0.45,-0.0145
-3.0944e-02,-0.05,0.36,-0.45,-0.0165
-3.0928e-02,-0.00999995,0.36,-0.45,-0.0145
-3.0912e-02,-0.05,0.36,-0.45,-0.0145
-3.0896e-02,-0.00999995,0.36,-0.45,-0.0165
-3.0880e-02,-0.00999995,0.36,-0.45,-0.0145
-3.0864e-02,-0.00999995,0.36,-0.45,-0.0145
-3.0848e-02,-0.00999995,0.36,-0.45,-0.0145
-3.0832e-02,-0.00999995,0.36,-0.49,-0.0145
-3.0816e-02,-0.00999995,0.36,-0.45,-0.0165
-3.0800e-02,-0.05,0.36,-0.45,-0.0145
-3.0784e-02,-0.00999995,0.36,-0.45,-0.0185
-3.0768e-02,-0.05,0.32,-0.45,-0.0145
-3.0752e-02,-0.00999995,0.36,-0.45,-0.0145
-3.0736e-02,-0.00999995,0.36,-0.25,-0.0145
-3.0720e-02,-0.00999995,0.36,-0.33,-0.0045
-3.0704e-02,-0.00999995,0.36,-0.33,-0.0125
-3.0688e-02,-0.00999995,0.36,-0.29,-0.0105
-3.0672e-02,-0.05,0.32,-0.37,-0.0105
-3.0656e-02,-0.00999995,0.36,-0.33,-0.0105
-3.0640e-02,0.39,0.36,-0.05,-0.0125
-3.0624e-02,0.39,0.36,-0.01,-0.0045
-3.0608e-02,0.39,0.36,-0.05,0.0015
-3.0592e-02,0.39,0.36,-0.05,-0.0025
-3.0576e-02,0.39,0.36,-0.05,-0.000499995
-3.0560e-02,0.43,0.36,-0.01,-0.0045
-3.0544e-02,0.39,0.36,-0.05,-0.000499995
-3.0528e-02,0.39,0.36,-0.05,-0.000499995
-3.0512e-02,0.39,0.32,-0.05,-0.000499995
-3.0496e-02,0.39,0.32,-0.05,-0.000499995
-3.0480e-02,0.39,0.32,-0.05,-0.000499995
-3.0464e-02,0.39,0.36,-0.05,-0.000499995
-3.0448e-02,0.39,0.36,-0.05,-0.0025
-3.0432e-02,0.39,0.32,-0.05,-0.000499995
-3.0416e-02,0.39,0.32,-0.05,-0.000499995
-3.0400e-02,0.39,0.36,-0.05,-0.000499995
-3.0384e-02,0.35,0.32,-0.05,-0.000499995
-3.0368e-02,0.39,0.32,-0.05,-0.000499995
-3.0352e-02,0.39,0.32,-0.05,-0.000499995
-3.0336e-02,0.39,0.36,-0.05,-0.000499995
-3.0320e-02,0.39,0.36,-0.05,-0.0025
-3.0304e-02,0.39,0.36,-0.05,-0.000499995
-3.0288e-02,0.39,0.32,-0.05,-0.0025
-3.0272e-02,0.39,0.36,-0.05,-0.000499995
-3.0256e-02,0.39,0.36,-0.05,-0.000499995
-3.0240e-02,0.39,0.32,-0.05,-0.000499995
-3.0224e-02,0.39,0.36,-0.05,-0.000499995
-3.0208e-02,0.39,0.32,-0.05,-0.000499995
-3.0192e-02,0.35,0.36,-0.01,-0.000499995
-3.0176e-02,0.39,0.32,-0.17,-0.0045
-3.0160e-02,0.39,0.36,-0.17,-0.0025
-3.0144e-02,0.39,0.36,-0.17,-0.0065
-3.0128e-02,0.43,0.36,-0.17,-0.0045
-3.0112e-02,0.39,0.36,-0.21,-0.0065
-3.0096e-02,0.39,0.36,-0.17,-0.0045
-3.0080e-02,0.39,0.32,-0.17,-0.0065
-3.0064e-02,0.39,0.36,-0.17,-0.0045
-3.0048e-02,0.39,0.36,-0.17,-0.0065
-3.0032e-02,0.39,0.36,-0.17,-0.0045
-3.0016e-02,0.39,0.32,-0.17,-0.0065
-3.0000e-02,0.39,0.36,-0.17,-0.0045
-2.9984e-02,0.39,0.36,-0.17,-0.0045
-2.9968e-02,0.39,0.36,-0.17,-0.0065
-2.9952e-02,0.39,0.32,-0.17,-0.0045
-2.9936e-02,0.39,0.4,-0.21,-0.0045
-2.9920e-02,0.39,0.36,-0.17,-0.0065
-2.9904e-02,0.43,0.36,-0.21,-0.0065
-2.9888e-02,0.39,0.36,-0.17,-0.0065
-2.9872e-02,0.39,0.36,-0.17,-0.0065
-2.9856e-02,0.39,0.36,-0.17,-0.0065
-2.9840e-02,0.39,0.36,-0.17,-0.0065
-2.9824e-02,0.39,0.32,-0.17,-0.0045
-2.9808e-02,0.39,0.36,-0.17,-0.0065
-2.9792e-02,0.39,0.36,-0.17,-0.0065
-2.9776e-02,0.39,0.36,-0.17,-0.0045
-2.9760e-02,0.39,0.36,-0.17,-0.0045
-2.9744e-02,0.39,0.36,-0.17,-0.0045
-2.9728e-02,0.39,0.32,-0.17,-0.0045
-2.9712e-02,0.43,0.36,-0.17,-0.0045
-2.9696e-02,0.39,0.32,-0.17,-0.0045
-2.9680e-02,0.39,0.32,-0.17,-0.0045
-2.9664e-02,0.39,0.36,-0.17,-0.0065
-2.9648e-02,0.39,0.36,-0.17,-0.0045
-2.9632e-02,0.39,0.36,-0.17,-0.0045
-2.9616e-02,0.39,0.36,-0.17,-0.0065
-2.9600e-02,0.39,0.36,-0.21,-0.0045
-2.9584e-02,0.39,0.32,-0.17,-0.0065
-2.9568e-02,0.39,0.32,-0.21,-0.0085
-2.9552e-02,0.39,0.32,-0.21,-0.0065
-2.9536e-02,0.39,0.32,-0.17,-0.0045
-2.9520e-02,0.39,0.36,-0.21,-0.0045
-2.9504e-02,0.39,0.36,-0.17,-0.0045
-2.9488e-02,0.39,0.36,-0.17,-0.0065
-2.9472e-02,0.39,0.36,-0.17,-0.0065
-2.9456e-02,0.39,0.32,-0.17,-0.0045
-2.9440e-02,0.39,0.32,-0.21,-0.0045
-2.9424e-02,0.39,0.32,-0.09,-0.0065
-2.9408e-02,0.39,0.36,-0.05,0.0055
-2.9392e-02,0.39,0.36,-0.05,-0.000499995
-2.9376e-02,0.39,0.36,-0.05,-0.000499995
-2.9360e-02,0.43,0.36,-0.05,-0.000499995
-2.9344e-02,0.39,0.36,-0.05,-0.000499995
-2.9328e-02,0.39,0.36,-0.05,-0.000499995
-2.9312e-02,0.39,0.36,-0.05,-0.000499995
-2.9296e-02,0.43,0.36,-0.05,0.0015
-2.9280e-02,0.39,0.32,-0.05,-0.000499995
-2.9264e-02,0.39,0.36,-0.05,-0.000499995
-2.9248e-02,0.39,0.36,-0.05,-0.000499995
-2.9232e-02,0.39,0.36,-0.09,-0.000499995
-2.9216e-02,0.35,0.36,-0.05,-0.000499995
-2.9200e-02,0.39,0.4,-0.05,-0.000499995
-2.9184e-02,0.39,0.36,-0.05,-0.0025
-2.9168e-02,0.39,0.36,-0.09,-0.000499995
-2.9152e-02,0.39,0.36,-0.05,-0.000499995
-2.9136e-02,0.39,0.36,-0.09,-0.000499995
-2.9120e-02,0.39,0.36,-0.05,-0.000499995
-2.9104e-02,0.39,0.36,-0.05,-0.000499995
-2.9088e-02,0.39,0.36,-0.05,-0.000499995
-2.9072e-02,0.39,0.36,-0.05,-0.000499995
-2.9056e-02,0.39,0.36,-0.05,-0.000499995
-2.9040e-02,0.39,0.36,-0.05,-0.000499995
-2.9024e-02,0.39,0.32,-0.01,-0.000499995
-2.9008e-02,0.39,0.32,-0.05,-0.000499995
-2.8992e-02,0.35,0.36,-0.05,-0.000499995
-2.8976e-02,0.43,0.36,-0.01,0.0015
-2.8960e-02,0.39,0.32,-0.05,-0.000499995
-2.8944e-02,0.39,0.36,-0.05,-0.000499995
-2.8928e-02,0.39,0.36,-0.05,-0.000499995
-2.8912e-02,0.39,0.36,-0.05,-0.0025
-2.8896e-02,0.39,0.36,-0.05,-0.0025
-2.8880e-02,0.39,0.36,-0.05,-0.000499995
-2.8864e-02,0.39,0.36,-0.05,-0.000499995
-2.8848e-02,0.39,0.36,-0.05,-0.000499995
-2.8832e-02,0.39,0.36,-0.05,-0.000499995
-2.8816e-02,0.39,0.32,-0.05,-0.000499995
-2.8800e-02,0.43,0.36,-0.05,-0.000499995
-2.8784e-02,0.39,0.32,-0.05,-0.000499995
-2.8768e-02,0.39,0.36,-0.05,-0.000499995
-2.8752e-02,0.35,0.4,-0.05,-0.0025
-2.8736e-02,0.39,0.32,-0.05,-0.0025
-2.8720e-02,0.39,0.36,-0.05,-0.0025
-2.8704e-02,0.39,0.36,-0.01,-0.000499995
-2.8688e-02,0.39,0.36,-0.05,-0.0025
-2.8672e-02,0.39,0.36,-0.05,-0.000499995
-2.8656e-02,0.35,0.36,-0.09,-0.000499995
-2.8640e-02,0.39,0.36,-0.05,-0.000499995
-2.8624e-02,0.39,0.36,-0.05,-0.000499995
-2.8608e-02,0.39,0.36,-0.05,-0.000499995
-2.8592e-02,0.35,0.36,0.07,-0.0045
-2.8576e-02,0.39,0.4,0.07,0.0115
-2.8560e-02,0.39,0.36,0.07,-0.000499995
-2.8544e-02,0.39,0.36,0.07,0.0075
-2.8528e-02,0.35,0.32,0.11,0.0055
-2.8512e-02,0.35,0.36,0.07,0.0075
-2.8496e-02,0.39,0.32,0.11,0.0075
-2.8480e-02,0.39,0.36,0.11,0.0055
-2.8464e-02,0.39,0.32,0.07,0.0055
-2.8448e-02,0.35,0.32,0.07,0.0055
-2.8432e-02,0.43,0.36,0.07,0.0055
-2.8416e-02,0.39,0.36,0.07,0.0055
-2.8400e-02,0.39,0.36,0.07,0.0055
-2.8384e-02,0.39,0.36,0.11,0.0035
-2.8368e-02,0.39,0.36,0.11,0.0055
-2.8352e-02,0.39,0.36,0.07,0.0055
-2.8336e-02,0.39,0.36,0.11,0.0035
-2.8320e-02,0.39,0.36,0.11,0.0055
-2.8304e-02,0.39,0.36,0.11,0.0055
-2.8288e-02,0.39,0.36,0.07,0.0055
-2.8272e-02,0.39,0.36,0.11,0.0055
-2.8256e-02,0.39,0.36,0.11,0.0055
-2.8240e-02,0.39,0.36,0.11,0.0055
-2.8224e-02,0.39,0.36,0.11,0.0055
-2.8208e-02,0.39,0.32,0.07,0.0055
-2.8192e-02,0.39,0.36,0.11,0.0035
-2.8176e-02,0.39,0.36,0.11,0.0055
-2.8160e-02,0.39,0.36,0.11,0.0055
-2.8144e-02,0.35,0.32,0.11,0.0055
-2.8128e-02,0.35,0.36,0.11,0.0055
-2.8112e-02,0.39,0.36,0.07,0.0055
-2.8096e-02,0.35,0.36,0.11,0.0055
-2.8080e-02,0.39,0.32,0.11,0.0035
-2.8064e-02,0.39,0.36,0.11,0.0055
-2.8048e-02,0.43,0.36,0.11,0.0055
-2.8032e-02,0.39,0.36,0.07,0.0055
-2.8016e-02,0.39,0.36,0.11,0.0055
-2.8000e-02,0.39,0.36,0.07,0.0055
-2.7984e-02,0.35,0.36,0.11,0.0055
-2.7968e-02,0.39,0.36,0.07,0.0055
-2.7952e-02,0.39,0.36,0.11,0.0055
-2.7936e-02,0.35,0.32,0.11,0.0055
-2.7920e-02,0.35,0.36,0.11,0.0055
-2.7904e-02,0.39,0.32,0.11,0.0055
-2.7888e-02,0.39,0.36,-0.05,0.0195
-2.7872e-02,0.39,0.36,-0.05,-0.000499995
-2.7856e-02,0.43,0.36,-0.05,0.0035
-2.7840e-02,0.43,0.36,-0.01,-0.0025
-2.7824e-02,0.39,0.36,-0.05,0.0015
-2.7808e-02,0.39,0.36,-0.05,-0.000499995
-2.7792e-02,0.39,0.36,-0.05,-0.000499995
-2.7776e-02,0.35,0.36,-0.05,-0.000499995
-2.7760e-02,0.39,0.36,-0.05,-0.000499995
-2.7744e-02,0.39,0.36,-0.01,-0.000499995
-2.7728e-02,0.39,0.36,-0.05,-0.000499995
-2.7712e-02,0.39,0.36,-0.05,-0.000499995
-2.7696e-02,0.39,0.36,-0.05,-0.000499995
-2.7680e-02,0.39,0.32,-0.05,-0.000499995
-2.7664e-02,0.39,0.32,-0.05,-0.0025
